Timestamp,ID,Class,Encoded,Decoded,DecVal,BellLimit,Correlation,Kappa,Rho,AI_Pred,QDF_Probability,Verdict
2026-05-11 12:30:15.647,"QAI-001-895","[Bot Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",1.2807,0.6403,1.54,0.005,0.6331,0.999,"Indeterminate"
2026-05-11 12:30:15.647,"QAI-499-648","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",0.6568,0.3284,1.54,0.005,0.4466,0.7499,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|1>|1>|0>","1 11 0","3   Seq: 14",1.6420,0.821,1.54,0.005,0.9483,0.999,"QAI Strong Pair"
2026-05-11 12:30:15.648,"QAI-001-003","[Bot Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",0.9657,0.4828,1.54,0.005,0.531,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-003","[Genuine Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.1621,0.081,1.54,0.005,0.1601,0.2482,"Verified Safe Pair"
2026-05-11 12:30:15.648,"QAI-003-001","[Genuine Node &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.0934,0.5467,1.54,0.005,0.3976,0.9216,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-002","[Genuine Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.6785,0.3392,1.54,0.005,0.392,0.9747,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.7707,0.3854,1.54,0.005,0.3783,0.6487,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-001","[Genuine Node &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.1618,0.5809,1.54,0.005,0.6041,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.8406,0.4203,1.54,0.005,0.243,0.6214,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|0>","{1,0} 00 0","0   Seq: {8, 0}",1.0687,0.5344,1.54,0.005,0.3142,0.8107,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-895","[Bot Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.3343,0.6672,1.54,0.005,0.511,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-002","[Sybil Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",1.3596,0.6798,1.54,0.005,0.4981,0.9748,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-648","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",0.8935,0.4467,1.54,0.005,0.851,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",1.0650,0.5325,1.54,0.005,0.7467,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-002","[Sybil Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",0.7983,0.3992,1.54,0.005,0.5724,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-002","[Sybil Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|0>","{1,0} 00 0","0   Seq: {8, 0}",0.7488,0.3744,1.54,0.005,0.4408,0.8287,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-648","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.1592,0.5796,1.54,0.005,0.4881,0.7795,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",0.7057,0.3528,1.54,0.005,0.5405,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|1>|0>|0>","{1,0} 10 0","{0, 2}   Seq: {12, 4}",0.5495,0.2748,1.54,0.005,0.5235,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-499","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.4017,0.7009,1.54,0.005,0.5491,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.0020,0.501,1.54,0.005,0.4807,0.9545,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-895","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.4230,0.2115,1.54,0.005,0.1594,0.3595,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.5333,0.2666,1.54,0.005,0.2172,0.5646,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.9764,0.4882,1.54,0.005,0.2607,0.6847,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",0.7823,0.3912,1.54,0.005,0.753,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-003","[Sybil Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",1.1142,0.5571,1.54,0.005,0.0103,0.1628,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-002","[Bot Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|0>","{1,0} 10 0","{0, 2}   Seq: {12, 4}",1.2603,0.6302,1.54,0.005,0.7744,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|0>|1>|1>","1 01 1","1   Seq: 11",1.7914,0.8957,1.54,0.005,0.6904,0.999,"QAI Strong Pair"
2026-05-11 12:30:15.648,"QAI-002-895","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",0.9262,0.4631,1.54,0.005,0.4599,0.9507,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-003","[Bot Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|0>","{1,0} 10 0","{0, 2}   Seq: {12, 4}",1.1435,0.5718,1.54,0.005,0.2451,0.5518,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-002","[Bot Node &otimes; Sybil Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.5268,0.7634,1.54,0.005,0.5862,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|0>","{1,0} 00 0","0   Seq: {8, 0}",0.6679,0.334,1.54,0.005,0.2204,0.4626,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|1>|1>|0>","1 11 0","3   Seq: 14",1.8211,0.9105,1.54,0.005,0.6633,0.999,"QAI Strong Pair"
2026-05-11 12:30:15.648,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.6566,0.3283,1.54,0.005,0.3649,0.6282,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",1.3734,0.6867,1.54,0.005,0.389,0.8486,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.2093,0.6046,1.54,0.005,0.7037,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-002","[Sybil Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",0.7779,0.3889,1.54,0.005,0.6203,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",0.9297,0.4648,1.54,0.005,0.6025,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",1.1777,0.5889,1.54,0.005,0.3741,0.8959,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-499","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.5264,0.2632,1.54,0.005,0.3814,0.9091,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",0.9886,0.4943,1.54,0.005,0.999,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.7197,0.3599,1.54,0.005,0.4303,0.9722,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-003","[Genuine Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.3085,0.1543,1.54,0.005,0.3061,0.6327,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-001","[Sybil Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.5083,0.7541,1.54,0.005,0.8684,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|0>","{1,0} 00 0","0   Seq: {8, 0}",1.3843,0.6922,1.54,0.005,0.3332,0.7724,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-499-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.5589,0.2795,1.54,0.005,0.4123,0.8747,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.6623,0.3312,1.54,0.005,0.3575,0.8366,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-499","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.0226,0.5113,1.54,0.005,0.4547,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|0>|1>|1>","1 01 1","1   Seq: 11",1.6374,0.8187,1.54,0.005,0.5225,0.999,"QAI Strong Pair"
2026-05-11 12:30:15.648,"QAI-499-002","[Custom Source &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",0.9411,0.4706,1.54,0.005,0.5914,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-003","[Sybil Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.5811,0.2906,1.54,0.005,0.153,0.2915,"Verified Safe Pair"
2026-05-11 12:30:15.648,"QAI-895-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.0125,0.5062,1.54,0.005,0.336,0.7598,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-002-003","[Sybil Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.3473,0.1736,1.54,0.005,0.1393,0.3245,"Verified Safe Pair"
2026-05-11 12:30:15.648,"QAI-499-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.3607,0.6804,1.54,0.005,0.9555,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.2539,0.127,1.54,0.005,0.2269,0.3048,"Verified Safe Pair"
2026-05-11 12:30:15.648,"QAI-002-648","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.3793,0.6897,1.54,0.005,0.5053,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.5903,0.7951,1.54,0.005,0.9102,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-648","[Bot Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.2816,0.6408,1.54,0.005,0.8135,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",0.7486,0.3743,1.54,0.005,0.6268,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.5816,0.2908,1.54,0.005,0.5203,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-003-648","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.4628,0.2314,1.54,0.005,0.3777,0.5704,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-002","[Bot Node &otimes; Sybil Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.5766,0.7883,1.54,0.005,0.5791,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-895-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.4590,0.2295,1.54,0.005,0.1869,0.4586,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.5891,0.7945,1.54,0.005,0.999,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-648-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|0>","{1,0} 10 0","{0, 2}   Seq: {12, 4}",0.8747,0.4374,1.54,0.005,0.5912,0.999,"Indeterminate"
2026-05-11 12:30:15.648,"QAI-001-895","[Bot Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",1.0624,0.5312,1.54,0.005,0.7863,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-895","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|0>|0>|0>","1 00 0","0   Seq: 8",1.6134,0.8067,1.54,0.005,0.3375,0.8539,"QAI Strong Pair"
2026-05-11 12:30:15.649,"QAI-002-895","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.7472,0.3736,1.54,0.005,0.4444,0.7397,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-648","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",1.1160,0.558,1.54,0.005,0.3361,0.7488,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-499-648","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",1.3242,0.6621,1.54,0.005,0.5862,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-001-003","[Bot Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",0.9312,0.4656,1.54,0.005,0.4106,0.7243,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|0>","{1,0} 00 0","0   Seq: {8, 0}",1.0901,0.5451,1.54,0.005,0.214,0.5994,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-648-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",0.5849,0.2924,1.54,0.005,0.6832,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-895-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",0.9701,0.4851,1.54,0.005,0.3813,0.9096,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-895","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",1.0309,0.5155,1.54,0.005,0.4591,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-002","[Genuine Node &otimes; Sybil Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.7618,0.3809,1.54,0.005,0.3283,0.4934,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-648","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.3835,0.1917,1.54,0.005,0.2957,0.5241,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-648-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|1>|0>|0>","{1,0} 10 0","{0, 2}   Seq: {12, 4}",0.5660,0.283,1.54,0.005,0.5258,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-648-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",1.2184,0.6092,1.54,0.005,0.8059,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-499","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|1>","{1,0} 01 1","1   Seq: {11, 3}",1.1540,0.577,1.54,0.005,0.3431,0.8486,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-499","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.8904,0.4452,1.54,0.005,0.2733,0.5869,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-895-499","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.0701,0.535,1.54,0.005,0.7659,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-895-895","[Custom Source &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",1.1408,0.5704,1.54,0.005,0.5077,0.8615,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-648-003","[Custom Source &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|0>|1>","{1,0} 00 1","0   Seq: {9, 1}",0.4812,0.2406,1.54,0.005,0.3772,0.6652,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-499","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.5383,0.2691,1.54,0.005,0.335,0.6356,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-895-001","[Custom Source &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.0658,0.5329,1.54,0.005,0.7755,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|1>|1>|1>|0>","1 11 0","3   Seq: 14",1.7234,0.8617,1.54,0.005,0.758,0.999,"QAI Strong Pair"
2026-05-11 12:30:15.649,"QAI-003-648","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.5019,0.251,1.54,0.005,0.1304,0.3005,"Verified Safe Pair"
2026-05-11 12:30:15.649,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.5194,0.7597,1.54,0.005,0.6154,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-002-648","[Sybil Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|1>","{1,0} 11 1","3   Seq: {15, 7}",1.2917,0.6458,1.54,0.005,0.7359,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-003","[Genuine Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&minus;&rang;)","|0>|0>|0>|1>","0 00 1","0   Seq: 1",0.4106,0.2053,1.54,0.005,0.1265,0.1501,"Verified Safe Pair"
2026-05-11 12:30:15.649,"QAI-001-001","[Bot Node &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.4744,0.7372,1.54,0.005,0.809,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-001","[Genuine Node &otimes; Bot Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.6757,0.3378,1.54,0.005,0.6312,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-001-895","[Bot Node &otimes; Custom Source] &oplus; Eve (|&Phi;&plus;&rang;)","|{1,0}>|1>|1>|0>","{1,0} 11 0","3   Seq: {14, 6}",1.5385,0.7693,1.54,0.005,0.8067,0.999,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-001-003","[Bot Node &otimes; Genuine Node] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|1>|0>|1>","{1,0} 10 1","{0, 2}   Seq: {13, 5}",0.7484,0.3742,1.54,0.005,0.487,0.9506,"Indeterminate"
2026-05-11 12:30:15.649,"QAI-003-499","[Genuine Node &otimes; Custom Source] &oplus; Eve (|&Psi;&plus;&rang;)","|{1,0}>|0>|1>|0>","{1,0} 01 0","1   Seq: {10, 2}",0.9194,0.4597,1.54,0.005,0.3342,0.6112,"Indeterminate"
