Row,Micro_N,Orig_Correlation,Orig_Kappa,Orig_Rho,Stability,Entropy,QDF_Prob,Work_Output,Orig_Verdict,IDS_Verdict,Rec_Kappa,Rec_Rho,Rec_LensDist,Rec_Entropy,Rec_Work,Rec_Verdict
166,19608,0.558,1.540,0.0050,0.012,0.2512,0.7488,22611.004,"Indeterminate",STABLE,1.540,0.0050,42.0,0.2512,22611.004,Original (Safe)
167,19608,0.662,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
168,19608,0.466,1.540,0.0050,0.012,0.2757,0.7243,21871.195,"Indeterminate",STABLE,1.540,0.0050,42.0,0.2757,21871.195,Original (Safe)
169,19608,0.545,1.540,0.0050,0.012,0.4006,0.5994,0.000,"Indeterminate",INDETERMINATE,1.699,0.6667,64.0,0.2797,24002.247,Stable (Optimal Reroute)
170,19608,0.292,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
171,19608,0.485,1.540,0.0050,0.012,0.0904,0.9096,27466.573,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0904,27466.573,Original (Safe)
172,19608,0.515,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
173,19608,0.381,1.540,0.0050,0.012,0.5066,0.4934,0.000,"Indeterminate",INDETERMINATE,1.707,0.6667,62.4,0.2267,25877.982,Stable (Optimal Reroute)
174,19608,0.192,1.540,0.0050,0.012,0.4759,0.5241,0.000,"Indeterminate",INDETERMINATE,1.715,0.6667,62.9,0.2420,25487.567,Stable (Optimal Reroute)
175,19608,0.283,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
176,19608,0.609,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
177,19608,0.577,1.540,0.0050,0.012,0.1514,0.8486,25624.597,"Indeterminate",STABLE,1.540,0.0050,42.0,0.1514,25624.597,Original (Safe)
178,19608,0.445,1.540,0.0050,0.012,0.4131,0.5869,0.000,"Indeterminate",INDETERMINATE,1.704,0.6667,63.8,0.2734,24273.237,Stable (Optimal Reroute)
179,19608,0.535,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
180,19608,0.570,1.540,0.0050,0.012,0.1385,0.8615,26014.130,"Indeterminate",STABLE,1.540,0.0050,42.0,0.1385,26014.130,Original (Safe)
181,19608,0.241,1.540,0.0050,0.012,0.3348,0.6652,20086.592,"Indeterminate",STABLE,1.713,0.6667,65.0,0.3126,23086.343,Stable (Optimal Reroute)
182,19608,0.269,1.540,0.0050,0.012,0.3644,0.6356,0.000,"Indeterminate",INDETERMINATE,1.712,0.6667,64.6,0.2978,23566.213,Stable (Optimal Reroute)
183,19608,0.533,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
184,19608,0.862,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"QAI Strong Pair",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
185,19608,0.251,1.540,0.0050,0.012,0.6995,0.3005,9073.994,"Verified Safe Pair",STABLE,1.712,0.6667,59.2,0.1302,29202.805,Stable (Optimal Reroute)
186,19608,0.760,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
187,19608,0.646,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
188,19608,0.205,1.540,0.0050,0.012,0.8499,0.1501,4532.468,"Verified Safe Pair",STABLE,1.714,0.6667,55.8,0.0550,31764.790,Stable (Optimal Reroute)
189,19608,0.737,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
190,19608,0.338,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
191,19608,0.769,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
192,19608,0.374,1.540,0.0050,0.012,0.0494,0.9506,28704.622,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0494,28704.622,Original (Safe)
193,19608,0.460,1.540,0.0050,0.012,0.3888,0.6112,0.000,"Indeterminate",INDETERMINATE,1.703,0.6667,64.2,0.2856,23858.377,Stable (Optimal Reroute)
194,19608,0.221,1.540,0.0050,0.012,0.1657,0.8343,25192.790,"Indeterminate",STABLE,1.540,0.0050,42.0,0.1657,25192.790,Original (Safe)
195,19608,0.738,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
196,19608,0.687,1.540,0.0050,0.012,0.0016,0.9984,30148.006,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0016,30148.006,Original (Safe)
197,19608,0.615,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
198,19608,0.686,1.540,0.0050,0.012,0.0010,0.9990,30166.124,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0010,30166.124,Original (Safe)
199,19608,0.500,1.540,0.0050,0.012,0.0436,0.9564,28879.760,"Indeterminate",STABLE,1.540,0.0050,42.0,0.0436,28879.760,Original (Safe)
200,19608,0.574,1.540,0.0050,0.012,0.2868,0.7132,21536.015,"Indeterminate",STABLE,1.540,0.0050,42.0,0.2868,21536.015,Original (Safe)
